POI_INDEX,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
626,0,626,,"10BayfrontAvenueMarinaBaySands|MarinaBaySands,Singapore018956,Singapore",暂无,2020-01-26 01:54:13.666099
627,0,627,,"28TaiSengStreetSakaeBuilding|Level5,Singapore534106,Singapore","周一 - 周五上午9:00 - 下午9:00days: 周一 - 周五, times: 上午9:00 - 下午9:00,days: 周六, times: 上午9:00 - 下午5:00,",2020-01-26 01:54:23.406585
628,0,628,,"462CrawfordLane|Blk462A,#01-73,Singapore190462,Singapore","周二 - 周日上午10:00 - 下午9:00days: 周二 - 周日, times: 上午10:00 - 下午9:00,",2020-01-26 01:54:32.359239
629,0,629,,"OldSchool11BMountSophia#B1-12,Singapore228466,Singapore",暂无,2020-01-26 01:54:42.324422
630,0,630,,"79ChayYanStreetTiongBahruEstate|#01-26TiongBahruEstate,Singapore160079,Singapore",暂无,2020-01-26 01:54:51.434348
631,0,631,,"11BMountSophiaOldSchool@MountSophia,Singapore228466,Singapore",暂无,2020-01-26 01:54:59.739340
632,0,632,,"新加坡,新加坡",暂无,2020-01-26 01:55:10.399372
633,0,633,,"OldSchool11BMountSophia#B1-12,Singapore228466,Singapore",暂无,2020-01-26 01:55:18.826344
634,0,634,,"GreatWorldCity1KimSengPromenade#03-39/40,Singapore237994,Singapore",暂无,2020-01-26 01:55:30.252715
635,0,635,,"160ARochorRoad|BugisVillage,Singapore188435,Singapore",暂无,2020-01-26 01:55:41.162765
636,0,636,,"10ScottsRoadGrandHyattSingapore|DamaiSpa,GrandHyattSingapore,Singapore228211,Singapore",周日-周六:上午10:00-下午10:00;,2020-01-26 01:55:49.924603
637,0,637,,"#B2-11to22,OrchardCentral乌节中央城,181OrchardRd,238896(Orchard/RiverValley)",Mon - Sun: 11:00 - 15:00Mon - Sun: 18:30 - 22:30,2020-01-26 01:55:59.527339
638,0,638,,"3TemasekBoulevardSuntecCityMall|03-372SuntecCityMall,Towers3/4,Singapore038983,Singapore","周日 - 周六上午10:00 - 下午10:00days: 周日 - 周六, times: 上午10:00 - 下午10:00,",2020-01-26 01:56:09.040204
639,0,639,,"140HillStreetOldHillStreetPoliceStation,Singapore179369,Singapore",暂无,2020-01-26 01:56:19.153131
640,0,640,,"3OrchardRd,Singapore238825,Singapore",暂无,2020-01-26 01:56:27.050432
641,0,641,,"Singapore049215,Singapore",暂无,2020-01-26 01:56:39.056856
642,0,642,,"PulauUbin,Singapore,Singapore",暂无,2020-01-26 01:56:48.036169
643,0,643,,"101JalanSultanTheSultan|#02-01,Singapore199002,Singapore",暂无,2020-01-26 01:56:57.251352
644,0,644,,"3SentosaGateway#01-05StJamesPowerStation,Singapore098544,Singapore",周三-周六:下午8:00-上午6:00;,2020-01-26 01:57:07.857714
645,0,645,,"8GrangeRoadCathayCineleisureOrchard|#08-01,CathayCineleisureOrchard,Singapore239695,Singapore",暂无,2020-01-26 01:57:18.303250
646,0,646,,"55BussorahStreet,Singapore199471,Singapore",暂无,2020-01-26 01:57:27.019433
647,0,647,,"新加坡,新加坡","周一 - 周五上午10:00 - 下午7:00days: 周一 - 周五, times: 上午10:00 - 下午7:00,",2020-01-26 01:57:37.809203
648,0,648,,"新加坡,新加坡",暂无,2020-01-26 01:57:46.922432
649,0,649,,"1ChineseGardenRoadChineseGarden,Singapore619795,Singapore",暂无,2020-01-26 01:57:55.657292
650,0,650,,"新加坡,新加坡","周六下午1:00 - 下午6:00days: 周六, times: 下午1:00 - 下午6:00,",2020-01-26 01:58:05.763188
651,0,651,,"229ASouthBridgeRoadLevel2nd,Singapore058778,Singapore",周日:下午12:00-下午5:30;周一-周六:下午2:00-下午8:00;,2020-01-26 01:58:16.511934
652,0,652,,"5SmithStreet,Singapore058919,Singapore",暂无,2020-01-26 01:58:25.757338
653,0,653,,"新加坡,新加坡","周一 - 周五上午9:00 - 下午6:00days: 周一 - 周五, times: 上午9:00 - 下午6:00,",2020-01-26 01:58:37.277347
654,0,654,,"55BussorahStreet,Singapore199471,Singapore",暂无,2020-01-26 01:58:46.695474
655,0,655,,"11ChangiCoastWalkSafraResortSeaSportsCentre,Singapore499740,Singapore","周日 - 周六上午10:30 - 下午7:00days: 周日 - 周六, times: 上午10:30 - 下午7:00,",2020-01-26 01:58:57.354753
656,0,656,,"Blk134AHillviewAvenueHilltopGrove|#01-06HilltopGrove,Singapore669620,Singapore",暂无,2020-01-26 01:59:06.476146
657,0,657,,"15ASmithStreet,Singapore058929,Singapore",暂无,2020-01-26 01:59:18.621943
658,0,658,,"#04-08,Paragon百利宫,290OrchardRoad,Singapore238859",每日：10:00 - 22:00,2020-01-26 01:59:28.615951
659,0,659,,"10ABukitPasohRoad,Singapore089824,Singapore",暂无,2020-01-26 01:59:37.240483
660,0,660,,"1ChineseGardenRoadChineseGarden,Singapore619795,Singapore",暂无,2020-01-26 01:59:44.194698
661,0,661,,"新加坡,新加坡","周一 - 周五上午10:00 - 下午7:00days: 周一 - 周五, times: 上午10:00 - 下午7:00,",2020-01-26 01:59:52.752883
662,0,662,,"新加坡,新加坡",暂无,2020-01-26 02:00:02.166557
663,0,663,,"PulauUbin,Singapore,Singapore",暂无,2020-01-26 02:00:11.217171
664,0,664,,"229ASouthBridgeRoadLevel2nd,Singapore058778,Singapore",周日:下午12:00-下午5:30;周一-周六:下午2:00-下午8:00;,2020-01-26 02:00:22.713184
665,0,665,,"10ABukitPasohRoad,Singapore089824,Singapore",暂无,2020-01-26 02:00:32.533092
666,0,666,,"47MalanRoadGillmanBarracks|#01-26GillmanBarracks,Singapore109444,Singapore",暂无,2020-01-26 02:00:42.241404
667,0,667,,"5SmithStreet,Singapore058919,Singapore",暂无,2020-01-26 02:00:50.777856
668,0,668,,"1BayfrontAvenueMarinaBaySands|ShearesLink,Singapore018971,Singapore",暂无,2020-01-26 02:01:00.521874
669,0,669,,"2HandyRoadTheCathay|TheCathay,#03-04/05,Singapore229233,Singapore",暂无,2020-01-26 02:01:10.584508
670,0,670,,"新加坡,新加坡","周日 - 周六上午10:00 - 下午7:00days: 周日 - 周六, times: 上午10:00 - 下午7:00,",2020-01-26 02:01:18.539294
671,0,671,,"11StamfordRoadEdenResidencesCapitol,Singapore178884,Singapore",暂无,2020-01-26 02:01:26.660543
672,0,672,,"1SophiaRoadPeaceCentreFloor03Unit010203,Singapore228149,Singapore","周日 - 周四上午11:00 - 下午10:45days: 周日 - 周四, times: 上午11:00 - 下午10:45,days: 周五 - 周六, times: 上午11:00 - 上午12:45,",2020-01-26 02:01:35.909559
673,0,673,,"新加坡,新加坡","周六 - 周日上午7:00 - 下午5:00days: 周六 - 周日, times: 上午7:00 - 下午5:00,",2020-01-26 02:01:44.486888
674,0,674,,"MarineParadeCommunityBuilding278MarineParadeRoad#B1-02,Singapore449282,Singapore",周一-周五:上午10:00-下午7:00;,2020-01-26 02:01:54.397307
675,0,675,,"1SophiaRoadPeaceCentreFloor03Unit010203,Singapore228149,Singapore","周日 - 周四上午11:00 - 下午10:45days: 周日 - 周四, times: 上午11:00 - 下午10:45,days: 周五 - 周六, times: 上午11:00 - 上午12:45,",2020-01-26 02:02:01.856561
676,0,676,,"新加坡,新加坡","周日 - 周六上午10:00 - 下午7:00days: 周日 - 周六, times: 上午10:00 - 下午7:00,",2020-01-26 02:02:12.374291
677,0,677,,"新加坡,新加坡","周一 - 周五上午11:00 - 下午7:30days: 周一 - 周五, times: 上午11:00 - 下午7:30,",2020-01-26 02:02:22.804606
678,0,678,,"2HandyRoadTheCathay|TheCathay,#03-04/05,Singapore229233,Singapore",暂无,2020-01-26 02:02:30.936986
679,0,679,,"11StamfordRoadEdenResidencesCapitol,Singapore178884,Singapore",暂无,2020-01-26 02:02:39.697162
680,0,680,,"80MountPleasantRoadSingaporePoloClub,Singapore298334,Singapore","周日 - 周六上午8:30 - 下午10:00days: 周日 - 周六, times: 上午8:30 - 下午10:00,",2020-01-26 02:02:49.957396
681,0,681,,"新加坡,新加坡","周六 - 周日上午7:00 - 下午5:00days: 周六 - 周日, times: 上午7:00 - 下午5:00,",2020-01-26 02:03:01.515965
682,0,682,,"26PurvisStreet,Singapore188603,Singapore",暂无,2020-01-26 02:03:11.921506
683,0,683,,"6RafflesAvenue#01-18|MarinaSquare,Singapore039798,Singapore",暂无,2020-01-26 02:03:22.957855
684,0,684,,"HindhedeDr|HindhedeNaturePark,Singapore,Singapore",暂无,2020-01-26 02:03:32.026365
685,0,685,,"2TelokBlangahDrive,Singapore109256,Singapore",暂无,2020-01-26 02:03:43.014214
686,0,686,,"63HillviewAvenueLamSoonIndustrialBuilding|#10-06a,Singapore669569,Singapore",暂无,2020-01-26 02:03:53.958462
687,0,687,,"1StadiumWalk#02-19KallangTheatre|KallangWaveMall,Singapore397688,Singapore",周日-周六:上午10:00-下午10:00;,2020-01-26 02:04:01.701486
688,0,688,,"ClarkeQuayBlockCTheCanneryRiverValleyRoad|#01-02To05And#02-01To08,Singapore179022,Singapore",暂无,2020-01-26 02:04:13.474926
689,0,689,,"9Lor29Geylang,Singapore388065,Singapore",暂无,2020-01-26 02:04:21.286300
690,0,690,,"26PurvisStreet,Singapore188603,Singapore",暂无,2020-01-26 02:04:31.048388
691,0,691,,"2TelokBlangahDrive,Singapore109256,Singapore",暂无,2020-01-26 02:04:39.307751
692,0,692,,"1EsplanadeDriveEsplanade-TheatresOntheBay|BetweenTheAsianCivilisationsMuseumandExplanade,Singapore038981,Singapore",暂无,2020-01-26 02:04:47.119353
693,0,693,,"1StadiumWalk#02-19KallangTheatre|KallangWaveMall,Singapore397688,Singapore",周日-周六:上午10:00-下午10:00;,2020-01-26 02:04:55.169209
694,0,694,,"TheSubstation,Singapore179936,Singapore",暂无,2020-01-26 02:05:04.812710
695,0,695,,"39KeppelRoad#02-04TanjongPagarDistriparkArtspace@Helutrans,Singapore089065,Singapore",暂无,2020-01-26 02:05:15.297282
696,0,696,,"585NorthBridgeRoadLevel13RafflesHospital,Singapore188770,Singapore",暂无,2020-01-26 02:05:24.419149
697,0,697,,"新加坡,新加坡","周日 - 周六上午11:00 - 下午11:00days: 周日 - 周六, times: 上午11:00 - 下午11:00,",2020-01-26 02:05:34.600748
698,0,698,,"新加坡,新加坡",暂无,2020-01-26 02:05:43.893075
699,0,699,,"新加坡,新加坡","周日 - 周六下午12:00 - 下午10:00days: 周日 - 周六, times: 下午12:00 - 下午10:00,",2020-01-26 02:05:53.952505
700,0,700,,"3DRiverValleyRoadTraders'Market|ClarkeQuay,Singapore179024,Singapore",周一-周四:上午9:00-下午9:00;周五-周日:上午8:00-下午10:00;,2020-01-26 02:06:03.106045
701,0,701,,"19TanglinRoad#02-41TanglinShoppingCentre|GoldenWheelBuilding,Singapore247909,Singapore",周一-周六:上午10:00-下午6:00;,2020-01-26 02:06:14.609358
702,0,702,,"63SpottiswoodeParkRoad,Singapore088651,Singapore",周三-周日:上午11:00-下午7:00;,2020-01-26 02:06:24.373201
703,0,703,,"AirportBoulevard|Terminal1(Level3DepartureTransitLounge),Singapore,Singapore",暂无,2020-01-26 02:06:32.872326
704,0,704,,"91TanglinRoadTanglinPlace,Singapore247918,Singapore",暂无,2020-01-26 02:06:45.175412
705,0,705,,"418RaceCourseRoad,Singapore218665,Singapore",暂无,2020-01-26 02:06:55.343208
706,0,706,,"YioChuKang,Singapore,Singapore",暂无,2020-01-26 02:07:05.317393
707,0,707,,"8RafflesAvenue#01-13FEsplanadeMall,Singapore039802,Singapore",暂无,2020-01-26 02:07:15.674859
708,0,708,,"392HavelockRoadGrandCopthorneWaterfront,Singapore169663,Singapore",暂无,2020-01-26 02:07:23.927800
709,0,709,,"80MarineParadeCentral#01-778MarineParadePromenade,Singapore440080,Singapore","周日 - 周六上午11:00 - 下午11:00days: 周日 - 周六, times: 上午11:00 - 下午11:00,",2020-01-26 02:07:36.347597
710,0,710,,"Block7DempseyRoad#01-03,Singapore249671,Singapore",暂无,2020-01-26 02:07:46.763248
711,0,711,,"新加坡,新加坡","周一 - 周五上午9:00 - 下午12:00days: 周一 - 周五, times: 上午9:00 - 下午12:00,",2020-01-26 02:07:56.616260
712,0,712,,"101SeletarClubRoadSeletarCountryClub,Singapore798273,Singapore",暂无,2020-01-26 02:08:07.646496
713,0,713,,"82CairnhillRoad,Singapore229684,Singapore",暂无,2020-01-26 02:08:19.767245
714,0,714,,"56LimChuKangLane6,Singapore719164,Singapore",暂无,2020-01-26 02:08:29.955162
715,0,715,,"HendersonRoad,Singapore,Singapore",暂无,2020-01-26 02:08:40.763129
716,0,716,,"16OldUpperThomsonRoadSembawangHillsEstate,Singapore576214,Singapore",暂无,2020-01-26 02:08:50.769198
717,0,717,,"#02-280,MarinaSquare滨海广场,6RafflesBoulevard,Singapore039594",10:00-22:00,2020-01-26 02:09:00.894088
718,0,718,,"1FullertonSquareFullertonHotel|ThePedestrianwalkwayoppositeFullertonBuilding,Singapore049178,Singapore",暂无,2020-01-26 02:09:11.364865
719,0,719,,"91TanglinRoadTanglinPlace,Singapore247918,Singapore",暂无,2020-01-26 02:09:21.961290
720,0,720,,"Singapore,Singapore",暂无,2020-01-26 02:09:33.077053
721,0,721,,"247SouthBridgeRoad,Singapore058796,Singapore",周日:上午10:30-下午5:00;周一-周六:上午10:30-下午8:00;,2020-01-26 02:09:41.133946
722,0,722,,"AQueenSt|BrasBasahMRTStation/CityHallMRTStation,Singapore188533,Singapore",周日:上午7:00-下午7:30;周一-周五:上午9:30-下午5:30;周六:上午8:30-下午8:00;,2020-01-26 02:09:51.762321
723,0,723,,"5JalanKilangbarat#01-03PetroCentre,Singapore159349,Singapore",暂无,2020-01-26 02:10:02.786399
724,0,724,,"1KimSengPromenadeGreatWorldCity|GreatWorldCityMalllevel3Unit#03-113,Singapore237994,Singapore",周一:上午10:00-下午6:00;周二-周四:上午10:00-下午9:00;周五-周日:上午10:00-下午9:30;,2020-01-26 02:10:12.921843
725,0,725,,"新加坡,新加坡",暂无,2020-01-26 02:10:22.177273
726,0,726,,"200TurfClubRoadTheGrandstand|04-05TurfCity,Singapore287994,Singapore",暂无,2020-01-26 02:10:33.444260
727,0,727,,"9ScottsRoadPacificPlaza,Singapore228210,Singapore",周日-周六:上午10:30-下午10:30;,2020-01-26 02:10:43.779528
728,0,728,,"新加坡,新加坡",暂无,2020-01-26 02:10:54.056688
729,0,729,,"20SmithStreet|Chinatown,Singapore058934,Singapore",暂无,2020-01-26 02:11:04.334023
730,0,730,,"11NorthshoreDrive|MarinaCountryClub,Singapore828670,Singapore",周日-周六:上午8:00-下午12:00下午4:00-下午8:00;,2020-01-26 02:11:16.586728
731,0,731,,"23SerangoonCentral#04-64Nex,Singapore556083,Singapore",暂无,2020-01-26 02:11:26.131373
732,0,732,,"20UpperCircularRoad#01-15theRiverwalk,Singapore058416,Singapore",暂无,2020-01-26 02:11:34.992351
733,0,733,,"15HoeChiangRoadTowerFifteen|17/LKlapsons,TheBoutiqueHotel,Singapore089316,Singapore",暂无,2020-01-26 02:11:44.761478
734,0,734,,"46ClubStreet,Singapore069423,Singapore",周日:上午10:00-下午3:00;周一-周五:上午11:00-上午12:00;周六:上午10:00-上午12:00;,2020-01-26 02:11:55.978288
735,0,735,,"Singapore,Singapore",暂无,2020-01-26 02:12:03.589439
736,0,736,,"91TanglinRoadTanglinPlace,Singapore247918,Singapore",暂无,2020-01-26 02:12:12.903365
737,0,737,,"新加坡,新加坡",暂无,2020-01-26 02:12:21.600602
738,0,738,,"新加坡,新加坡",暂无,2020-01-26 02:12:30.724081
739,0,739,,"21JurongEastStreet31,Singapore609517,Singapore",暂无,2020-01-26 02:12:38.467309
740,0,740,,"60FairwaysDrive(OffEngNeoAvenue,Singapore286966,Singapore",暂无,2020-01-26 02:12:47.755760
741,0,741,,"51BrasBasahRoadManulifeCentre,Singapore189554,Singapore","周日下午3:00 - 上午12:00days: 周日, times: 下午3:00 - 上午12:00,days: 周一 - 周四, times: 上午10:00 - 上午12:00,days: 周五, times: 上午10:00 - 上午2:00,days: 周六, times: 下午12:00 - 上午2:00,",2020-01-26 02:12:58.109806
742,0,742,,"600PonggolSeventeenthAv,Singapore829734,Singapore",暂无,2020-01-26 02:13:06.939079
743,0,743,,"46ClubStreet,Singapore069423,Singapore",周日:上午10:00-下午3:00;周一-周五:上午11:00-上午12:00;周六:上午10:00-上午12:00;,2020-01-26 02:13:17.011480
744,0,744,,"1KimSengPromenadeGreatWorldCity|GreatWorldCityMalllevel3Unit#03-113,Singapore237994,Singapore",周一:上午10:00-下午6:00;周二-周四:上午10:00-下午9:00;周五-周日:上午10:00-下午9:30;,2020-01-26 02:13:23.493511
745,0,745,,"新加坡,新加坡",周日:上午11:00-下午7:00;周一-周六:上午10:00-下午8:30;,2020-01-26 02:13:34.297257
746,0,746,,"80RafflesPlace,FatPigeonStatuebesideUOBPlazaSingapore048624","wednesday openTime:19:30,closeTime:23:30
thursday openTime:19:30,closeTime:23:30
friday openTime:19:30,closeTime:23:30
saturday openTime:19:30,closeTime:23:30",2020-01-26 02:13:44.300293
747,0,747,,"8CollegeAveWest,Singapore138608(Utown)",6:00-23:30 周一至周日,2020-01-26 02:13:51.801882
748,0,748,,1206AEastCoastParkwaySingapore449891,周一至周四10:00-22:00，周五与公众节假日前夕10:00-12:00，周六9:00-12:00，周日与公众节假日9:00-22:00,2020-01-26 02:14:02.065440
749,0,749,,"#01-02,SunCourt,21LorongKilat(BukitTimah/Clementi)",Mon - Fri: 11:00 - 22:00Sat: 09:00 - 23:00Sun: 09:00 - 22:00,2020-01-26 02:14:13.293055
750,0,750,,"#01-05/13,TheVillage@JurongHill,241JalanAhmadIbrahim(Jurong/JooKoon)",Mon to Sun: 11.00am �C 3.00pm and 5.00pm �C 10.00pm,2020-01-26 02:14:23.415357
751,0,751,,"#01-06,NorthBridgeCentre,420NorthBridgeRoad(Bugis)",全年 周一至周四 12:00-22:00 周五至周六 12:00-23:00 周日 01:00-18:00,2020-01-26 02:14:34.591227
752,0,752,,"#01-1044,People'sParkCookedFoodCentre,32NewMarketRoad(Chinatown)",Opens Daily,2020-01-26 02:14:43.434922
753,0,753,,"#02-05,TheVillage@JurongHill,241JalanAhmadIbrahim","Fri to Sat: 5.00pm - 2.00am , Sun to Thurs: 5.00pm - 12.00am",2020-01-26 02:14:51.912470
754,0,754,,"#04-041,LuckyPlaza,304OrchardRoad(Orchard/RiverValley)",Mon - Sun: 06:00 pm - 12:00 am,2020-01-26 02:15:00.744422
755,0,755,,"04-K2,TampinesMall,4TampinesCentral5,529510(Tampines/Simei)",Daily: 10:00 - 22:00,2020-01-26 02:15:11.960121
756,0,756,,"SidewalkEatingHouse,ExcelsiorShoppingCentre,5ColemanStreet(CityHall/HighStreet/ClarkeQuay)",Daily: 11:30 - 23:00,2020-01-26 02:15:22.149342
757,0,757,,"Stall48,LauPaSatFestivalMarket,18RafflesQuay(RafflesPlace/BoatQuay)",Daily: 09:00 - 23:00,2020-01-26 02:15:31.787244
758,0,758,,"TheRitz-CarltonMilleniaSingapore,7RafflesAve(Suntec/CityHall)",Daily: 9.30am - 1.00am,2020-01-26 02:15:39.964735
759,0,759,,"15ScienceCentreRoad,Singapore609081,Singapore","星期六:上午10点00分 - 下午6点00分,星期五:上午10点00分 - 下午6点00分,星期三:上午10点00分 - 下午6点00分,星期日:上午10点00分 - 下午6点00分,星期四:上午10点00分 - 下午6点00分,星期二:上午10点00分 - 下午6点00分,星期一:上午10点00分 - 下午6点00分",2020-01-26 02:15:50.042820
760,0,760,,"#01-15,AdmiraltyPlaceCarpark,678AWoodlandsAvenue6(Woodlands)",Daily: 09:00 - 21:30,2020-01-26 02:15:58.574074
761,0,761,,"#01-17,ABCBrickworksFoodCentre,Blk6JalanBukitMerah(BukitMerah/Redhill/Alexandra)",Closed on Suns,2020-01-26 02:16:07.011580
762,0,762,,"#03-00,BoatQuay,66BoatQuay(RafflesPlace/BoatQuay)",Mon - Sun: 06:00 pm - 01:00 am,2020-01-26 02:16:17.253251
763,0,763,,"#05-00,ShawHouse,350OrchardRoad(Orchard/RiverValley)",Mon - Thu: 08:30 - 22:00Fri - Sun: 08:30 - 00:00,2020-01-26 02:16:27.453726
764,0,764,,246GUpperThomsonRoad(Thomson/SinMing/Bishan),Sun - Thu: 12:00 - 23:00Fri - Sat: 12:00 - 02:00,2020-01-26 02:16:36.138880
765,0,765,,46TempleStreet(Chinatown),Sun: 11:00 - 16:00Mon - Sat: 11:00 - 20:00Closed: PH,2020-01-26 02:16:45.078672
766,0,766,,"1TanahMerahCoastRoad,Singapore498722",9:30-19:30,2020-01-26 02:16:54.644514
767,0,767,,"#01-07,GreenwichV,1SeletarRoad(YioChuKang)",Daily: 10:00 - 22:00,2020-01-26 02:17:02.650731
768,0,768,,"#01-101,ChengSanMarketandCookedFoodCentre,Blk527AngMoKioAvenue10(AngMoKio)",Closed on Mondays,2020-01-26 02:17:13.780738
769,0,769,,"#01-15,PeaceCentre,1SophiaRoad(ScottsRoad/Newton)",Daily: 11am - 9pm,2020-01-26 02:17:24.076240
770,0,770,,"#01-234,178ToaPayohCentral(ToaPayoh)",Mon to Sun: 11.00am - 09.30pm,2020-01-26 02:17:32.545064
771,0,771,,22TanjongPagarRoad(Cantonment/TanjongPagar/Chinatown),24 Hrs,2020-01-26 02:17:41.325478
772,0,772,,"BambooGrovePark,3ChuLinRoad(Hillview)","Closed on Mon, Tue to Sun: 12.00pm - 2.30pm and 6.00pm - 10.30pm",2020-01-26 02:17:51.496919
773,0,773,,"Level38,MandarinOrchardSingapore,333OrchardRoad(Orchard/RiverValley)","Fri, Sat & Eve of PH: 02:00 pm - 02:00 am, Sun to Thu: 02:00 pm - 01:00 am",2020-01-26 02:18:02.043166
774,0,774,,"NgeeAnnPolytechnicAlumniClubhouse,75NgeeAnnPolytechnic,535BClementiRoad(BukitTimah/Clementi)",Mon - Thu: 11:00 - 00:00Fri - Sat: 11:00 - 01:00Sun: 14:00 - 20:00PH: 11:00 - 00:00Kitchen closed on Sunday,2020-01-26 02:18:13.095568
775,0,775,,"45MaxwellRoad,Singapore069118Singapore",09:00-17:00,2020-01-26 02:18:22.753084
776,0,776,,"252,NorthBridgeRoad,RafflesCityShoppingCentre,#01-36E/F,Singapore",每天上午 10 点 至 晚上 10 点,2020-01-26 02:18:32.264059
777,0,777,,TanglinShoppingCentre19TanglinRoad#03-28Singapore247909,上午11点到下午6点,2020-01-26 02:18:43.410052
778,0,778,,"11WoodlandsClose,#04-47,Woodlands11,Singapore737853,Singapore","星期六:上午10点00分 - 下午6点00分,星期五:上午10点00分 - 下午7点00分,星期三:上午10点00分 - 下午7点00分,星期日:上午10点00分 - 下午6点00分,星期四:上午10点00分 - 下午7点00分,星期二:上午10点00分 - 下午7点00分,星期一:上午10点00分 - 下午7点00分",2020-01-26 02:18:53.009007
779,0,779,,"#05-04b,41KallangPuddingRoad",周三、周五与周六 晚上9点至深夜,2020-01-26 02:19:02.933586
780,0,780,,"#01-01,73CircularRoad(RafflesPlace/BoatQuay)",Daily: 10:00 - 22:00Closed: PH,2020-01-26 02:19:12.318906
781,0,781,,"#01-03/04,LiangSeahPlace,1LiangSeahStreet(Bugis)",12noon - 10 pm,2020-01-26 02:19:21.796530
782,0,782,,"#01-21,BukitMerahViewHawkerCentre,115BukitMerahView(BukitMerah/Redhill/Alexandra)",Daily: 12:00 - 21:00,2020-01-26 02:19:32.760631
783,0,783,,"#01-2369,529AngMoKioAvenue10(AngMoKio)",Mon - Thu: 10:00 - 22:00Fri - Sat: 22:00 - 23:00Sun: 09:00 - 22:00,2020-01-26 02:19:42.202297
784,0,784,,"#01-76,272BukitBatokEastAvenue4(BukitBatok)",Daily: 07:00 - 20:30,2020-01-26 02:19:50.776205
785,0,785,,"#02-03,SecondAvenueJunction,733BukitTimahRoad(BukitTimah)","Fri & Sat: 11.00am - 11.00pm, Mon to Thu: 11.00am - 10.00pm",2020-01-26 02:20:01.137177
786,0,786,,"02-27A,JUNCTION8,9BishanPlace,Singapore579837(Thomson/SinMing/Bishan)",Daily: 09:00 - 22:00,2020-01-26 02:20:11.238317
787,0,787,,"01-05,PodiumBlock,GoldhillPlaza,1GoldhillPlaza#(Thomson/Novena/Newton)",周一～周四 11:00-23:00；周五～周六 11:00-次日2:00；周日 11:00-23:00,2020-01-26 02:20:21.860177
788,0,788,,"Level1,BayHotel,50TelokBlangah(TelokBlangah/Harbourfront)",Daily: 11:00 - 14:30Daily: 18:30 - 22:30,2020-01-26 02:20:31.211132
789,0,789,,"LobbyLevel,TheStRegisSingapore,29TanglinRoad(Tanglin/Dempsey/Orchard)",Mon - Sat: 10:00 - 22:00Sun: 10:00 - 20:00,2020-01-26 02:20:41.777116
790,0,790,,"Stall12,HavelockRoadCookedFoodCentre,22A/BHavelockRoad(TiongBahru/Outram)",Closed on Wed,2020-01-26 02:20:51.205510
791,0,791,,TanglinShoppingCentre19TanglinRoad#03-28Singapore247909,上午11点到下午6点,2020-01-26 02:21:00.123248
792,0,792,,"144UpperBukitTimahRoad|#03-39BeautyWorldCentre,Singapore588177,Singapore",星期三 上午11点00分 - 下午5点00分 星期四 - 星期二 上午11点00分 - 下午8点00分,2020-01-26 02:21:10.938286
793,0,793,,"#01-01,CentralMall,1MagazineRoad(Chinatown)","Fri and Sat: 09.00am - 04.00am, Mon to Thu: 09.00pm - 03.00am",2020-01-26 02:21:21.448990
794,0,794,,"#01-126,AlbertCentreMarket&FoodCentre,270QueenStreet(Bugis)",Closed on Sun,2020-01-26 02:21:31.188318
795,0,795,,207BPandanLoop(Clementi/WestCoast),Daily: 12:00 - 14:30Daily: 18:30 - 22:30,2020-01-26 02:21:40.873737
796,0,796,,"302,BedokShoppingComplex,302BedokRoad(Bedok/ChaiChee/UpperChangi)",Daily: 11:00 - 21:30,2020-01-26 02:21:51.123270
797,0,797,,"80SilosoRoad,Singapore098969(SilosoPoint)",10am - 7pm daily,2020-01-26 02:22:00.974310
798,0,798,,"Funan,109NorthBridgeRoad(CityHall/HighStreet/ClarkeQuay)",Daily: 11:00 - 22:00,2020-01-26 02:22:12.035343
799,0,799,,"144UpperBukitTimahRoad|#03-39BeautyWorldCentre,Singapore588177,Singapore",星期三 上午11点00分 - 下午5点00分 星期四 - 星期二 上午11点00分 - 下午8点00分,2020-01-26 02:22:21.742357
800,0,800,,"#01-12A/13,IONOrchard,2OrchardTurn,238801",10am - 10pm,2020-01-26 02:22:29.495550
801,0,801,,"#01-03/04,PSATanjongPagarComplex,7KeppelRoad(Cantonment/TanjongPagar/Chinatown)",Closed on Saturday afternoons and Sundays,2020-01-26 02:22:39.558232
802,0,802,,"#01-04,AdamRoadFoodCentre,2AdamRoad(BukitTimah)",Daily: 11:00 - 04:00Closed: Mon,2020-01-26 02:22:47.894595
803,0,803,,"#01-14B,100AM,100TrasStreetSingapore079027(Anson/TanjongPagar)",全年 整周 10:00-22:00,2020-01-26 02:22:55.936692
804,0,804,,"#01-15,TampinesMart,5TampinesStreet32(Tampines/Simei)",Daily: 08:00 - 22:00,2020-01-26 02:23:06.518795
805,0,805,,"#01-37,Blk724AngMoKioFoodCentre,Blk724AngMoKioAvenue6(AngMoKio)",Closed on Sundays,2020-01-26 02:23:16.521458
806,0,806,,"#01-54,279BishanStreet24(Thomson/SinMing/Bishan)",Daily: 07:30 - 21:00,2020-01-26 02:23:25.341980
807,0,807,,"#02-K37,Pasarbella,TheGrandstand,200TurfClubRoad(BukitTimah)",Mon - Thu: 11:00 - 19:30Fri: 11:00 - 20:00Sat & Sun: 10:30 - 19:30,2020-01-26 02:23:35.986070
